AB,Type,Site,Impurity,,Transition Levels ->,(+3/+2),(+2/+1),(+1/0),(0/-1),(-1/-2),(-2/-3),,Formation Energies ->,Delta_H (A_rich),Delta_H (B_rich)
CdSe,II-VI,M_i_neut,Na,,,,,,,,,,,3.28,3.97
CdSe,II-VI,M_i_neut,K,,,,,,,,,,,2.42,3.4
CdSe,II-VI,M_i_neut,Rb,,,,,,,,,,,3.07,4.14
CdSe,II-VI,M_i_neut,Cs,,,,,,,,,,,3.16,4.33
CdSe,II-VI,M_i_neut,Be,,,,,,,,,,,2.29,3.62
CdSe,II-VI,M_i_neut,Mg,,,,,,,,,,,2.45,3.74
CdSe,II-VI,M_i_neut,Sr,,,,,,,,,,,3.72,5.01
CdSe,II-VI,M_i_neut,Ba,,,,,,,,,,,4.28,5.62
CdSe,II-VI,M_i_neut,B,,,,,,,,,,,5.21,5.21
CdSe,II-VI,M_i_neut,Al,,,,,,,,,,,3,4.94
CdSe,II-VI,M_i_neut,Ga,,,,,,,,,,,2.28,3.84
CdSe,II-VI,M_i_neut,In,,,,,,,,,,,3.36,4.14
CdSe,II-VI,M_i_neut,Tl,,,,,,,,,,,2.82,3.35
CdSe,II-VI,M_i_neut,C,,,,,,,,,,,6.89,6.89
CdSe,II-VI,M_i_neut,Si,,,,,,,,,,,3.76,5.09
CdSe,II-VI,M_i_neut,Ge,,,,,,,,,,,3.21,4.12
CdSe,II-VI,M_i_neut,Sn,,,,,,,,,,,3.44,4.62
CdSe,II-VI,M_i_neut,Pb,,,,,,,,,,,3.47,4.72
CdSe,II-VI,M_i_neut,N,,,,,,,,,,,5.14,4.92
CdSe,II-VI,M_i_neut,As,,,,,,,,,,,3.78,3.53
CdSe,II-VI,M_i_neut,Sb,,,,,,,,,,,3.92,4.26
CdSe,II-VI,M_i_neut,Bi,,,,,,,,,,,3.71,4.67
CdSe,II-VI,M_i_neut,O,,,,,,,,,,,4,2.78
CdSe,II-VI,M_i_neut,S,,,,,,,,,,,4.31,3.02
CdSe,II-VI,M_i_neut,Te,,,,,,,,,,,4.7,3.58
CdSe,II-VI,M_i_neut,F,,,,,,,,,,,1.95,1.31
CdSe,II-VI,M_i_neut,Cl,,,,,,,,,,,3.1,2.45
CdSe,II-VI,M_i_neut,Br,,,,,,,,,,,3.63,2.99
CdSe,II-VI,M_i_neut,I,,,,,,,,,,,4.45,3.8
CdSe,II-VI,M_i_neut,Sc,,,,,,,,,,,4.01,5.94
CdSe,II-VI,M_i_neut,Ti,,,,,,,,,,,3.35,5.57
CdSe,II-VI,M_i_neut,V,,,,,,,,,,,2.92,5.01
CdSe,II-VI,M_i_neut,Cr,,,,,,,,,,,1.98,3.9
CdSe,II-VI,M_i_neut,Mn,,,,,,,,,,,1.6,3.07
CdSe,II-VI,M_i_neut,Fe,,,,,,,,,,,2.16,3.93
CdSe,II-VI,M_i_neut,Cu,,,,,,,,,,,2.2,2.04
CdSe,II-VI,M_i_neut,Zn,,,,,,,,,,,2.28,3.57
CdSe,II-VI,M_i_neut,Y,,,,,,,,,,,4.55,6.49
CdSe,II-VI,M_i_neut,Zr,,,,,,,,,,,3.97,6.74
CdSe,II-VI,M_i_neut,Nb,,,,,,,,,,,4.25,6.58
CdSe,II-VI,M_i_neut,Mo,,,,,,,,,,,4.68,6.6
CdSe,II-VI,M_i_neut,Tc,,,,,,,,,,,4.56,4.56
CdSe,II-VI,M_i_neut,Ru,,,,,,,,,,,3.93,5.18
CdSe,II-VI,M_i_neut,Rh,,,,,,,,,,,2.98,4.8
CdSe,II-VI,M_i_neut,Pd,,,,,,,,,,,2.12,1.91
CdSe,II-VI,M_i_neut,La,,,,,,,,,,,4.64,6.76
CdSe,II-VI,M_i_neut,Hf,,,,,,,,,,,3.12,4.35
CdSe,II-VI,M_i_neut,Ta,,,,,,,,,,,4.94,5.08
CdSe,II-VI,M_i_neut,W,,,,,,,,,,,6.15,6.15
CdSe,II-VI,M_i_neut,Re,,,,,,,,,,,6.22,6.22
CdSe,II-VI,M_i_neut,Os,,,,,,,,,,,5.49,5.49
CdSe,II-VI,M_i_neut,Ir,,,,,,,,,,,3.9,4.33
CdSe,II-VI,M_i_neut,Pt,,,,,,,,,,,2.76,3.07
CdSe,II-VI,M_i_neut,Au,,,,,,,,,,,2.97,2.05
CdSe,II-VI,M_i_neut,Hg,,,,,,,,,,,2.72,2.76
CdS,II-VI,M_A,Li,,,,,,,,,,,1.66,1
CdS,II-VI,M_A,Na,,,,,,,,,,,3.65,3.14
CdS,II-VI,M_A,K,,,,,,,,,,,2.14,1.95
CdS,II-VI,M_A,Rb,,,,,,,,,,,2.37,2.31
CdS,II-VI,M_A,Cs,,,,,,,,,,,2.61,2.53
CdS,II-VI,M_A,Be,,,,,,,,,,,0.64,0.66
CdS,II-VI,M_A,Mg,,,,,,,,,,,0.15,0.14
CdS,II-VI,M_A,Ca,,,,,,,,,,,0.72,0.71
CdS,II-VI,M_A,Sr,,,,,,,,,,,0.89,0.88
CdS,II-VI,M_A,Ba,,,,,,,,,,,1.06,1.15
CdS,II-VI,M_A,B,,,,,,,,,,,2.54,2.39
CdS,II-VI,M_A,Al,,,,,,,,,,,0.31,0.95
CdS,II-VI,M_A,Ga,,,,,,,,,,,0.65,1
CdS,II-VI,M_A,Tl,,,,,,,,,,,1.63,0.84
CdS,II-VI,M_A,C,,,,,,,,,,,6.56,5.25
CdS,II-VI,M_A,Si,,,,,,,,,,,2.2,2.93
CdS,II-VI,M_A,Ge,,,,,,,,,,,1.43,1.26
CdS,II-VI,M_A,Sn,,,,,,,,,,,1.16,1.17
CdS,II-VI,M_A,Pb,,,,,,,,,,,0.85,0.76
CdS,II-VI,M_A,N,,,,,,,,,,,6.69,5.17
CdS,II-VI,M_A,P,,,,,,,,,,,3.92,2.9
CdS,II-VI,M_A,As,,,,,,,,,,,3.41,1.89
CdS,II-VI,M_A,Sb,,,,,,,,,,,2.77,1.82
CdS,II-VI,M_A,Bi,,,,,,,,,,,2.03,1.61
CdS,II-VI,M_A,Te,,,,,,,,,,,5.08,2.65
CdS,II-VI,M_A,F,,,,,,,,,,,6.91,4.95
CdS,II-VI,M_A,Cl,,,,,,,,,,,6.06,4.11
CdS,II-VI,M_A,Br,,,,,,,,,,,5.73,3.77
CdS,II-VI,M_A,I,,,,,,,,,,,5.4,3.44
CdS,II-VI,M_A,Sc,,,,,,,,,,,1.16,1.8
CdS,II-VI,M_A,Ti,,,,,,,,,,,1.63,2.56
CdS,II-VI,M_A,Cr,,,,,,,,,,,1.24,1.84
CdS,II-VI,M_A,Mn,,,,,,,,,,,0.33,0.73
CdS,II-VI,M_A,Fe,,,,,,,,,,,1.2,1.69
CdS,II-VI,M_A,Co,,,,,,,,,,,4.42,4.87
CdS,II-VI,M_A,Ni,,,,,,,,,,,2.38,1.71
CdS,II-VI,M_A,Cu,,,,,,,,,,,2.54,1.23
CdS,II-VI,M_A,Zn,,,,,,,,,,,0.31,0.3
CdS,II-VI,M_A,Y,,,,,,,,,,,1.14,1.78
CdS,II-VI,M_A,Nb,,,,,,,,,,,2.22,3.12
CdS,II-VI,M_A,Mo,,,,,,,,,,,3.07,4.3
CdS,II-VI,M_A,Tc,,,,,,,,,,,3.1,3.67
CdS,II-VI,M_A,Ru,,,,,,,,,,,3.34,3.69
CdS,II-VI,M_A,Rh,,,,,,,,,,,2.83,3.3
CdS,II-VI,M_A,Pd,,,,,,,,,,,3.42,1.81
CdS,II-VI,M_A,Ag,,,,,,,,,,,2.58,1
CdS,II-VI,M_A,Cd,,,,,,,,,,,0,0
CdS,II-VI,M_A,La,,,,,,,,,,,1.5,2.25
CdS,II-VI,M_A,Hf,,,,,,,,,,,-0.02,0.69
CdS,II-VI,M_A,Ta,,,,,,,,,,,2.05,1.53
CdS,II-VI,M_A,W,,,,,,,,,,,3.84,2.94
CdS,II-VI,M_A,Re,,,,,,,,,,,4.01,2.82
CdS,II-VI,M_A,Os,,,,,,,,,,,4.36,3.06
CdS,II-VI,M_A,Ir,,,,,,,,,,,3.41,2.74
CdS,II-VI,M_A,Pt,,,,,,,,,,,3.75,2.67
CdS,II-VI,M_A,Au,,,,,,,,,,,3.67,1.37
CdS,II-VI,M_A,Hg,,,,,,,,,,,1.55,0.15
CdS,II-VI,M_B,Li,,,,,,,,,,,3.99,5.96
CdS,II-VI,M_B,K,,,,,,,,,,,4.09,6.52
CdS,II-VI,M_B,Rb,,,,,,,,,,,3.79,6.36
CdS,II-VI,M_B,Cs,,,,,,,,,,,3.51,6.06
CdS,II-VI,M_B,Be,,,,,,,,,,,4.71,7.35
CdS,II-VI,M_B,Mg,,,,,,,,,,,4.68,7.29
CdS,II-VI,M_B,Ca,,,,,,,,,,,6.61,9.23
CdS,II-VI,M_B,Sr,,,,,,,,,,,6.67,9.29
CdS,II-VI,M_B,Ba,,,,,,,,,,,6.89,9.6
CdS,II-VI,M_B,B,,,,,,,,,,,4.4,6.88
CdS,II-VI,M_B,Al,,,,,,,,,,,3.7,6.97
CdS,II-VI,M_B,Ga,,,,,,,,,,,2.63,5.6
CdS,II-VI,M_B,In,,,,,,,,,,,3.34,5.52
CdS,II-VI,M_B,Tl,,,,,,,,,,,2.92,4.75
CdS,II-VI,M_B,C,,,,,,,,,,,5.24,6.56
CdS,II-VI,M_B,Si,,,,,,,,,,,2.8,6.16
CdS,II-VI,M_B,Ge,,,,,,,,,,,2.39,4.84
CdS,II-VI,M_B,Sn,,,,,,,,,,,2.38,5.02
CdS,II-VI,M_B,Pb,,,,,,,,,,,2.66,5.2
CdS,II-VI,M_B,N,,,,,,,,,,,2.25,3.35
CdS,II-VI,M_B,P,,,,,,,,,,,1.4,3
CdS,II-VI,M_B,As,,,,,,,,,,,1.57,2.67
CdS,II-VI,M_B,Sb,,,,,,,,,,,1.62,3.29
CdS,II-VI,M_B,Bi,,,,,,,,,,,1.73,3.93
CdS,II-VI,M_B,O,,,,,,,,,,,0.59,1.25
CdS,II-VI,M_B,S,,,,,,,,,,,0,0
CdS,II-VI,M_B,Te,,,,,,,,,,,0.44,0.64
CdS,II-VI,M_B,F,,,,,,,,,,,1.23,1.9
CdS,II-VI,M_B,Cl,,,,,,,,,,,0.68,1.35
CdS,II-VI,M_B,Sc,,,,,,,,,,,7.23,10.5
CdS,II-VI,M_B,Ti,,,,,,,,,,,6.9,10.45
CdS,II-VI,M_B,V,,,,,,,,,,,5.75,9.19
CdS,II-VI,M_B,Cr,,,,,,,,,,,4.44,7.67
CdS,II-VI,M_B,Mn,,,,,,,,,,,4.34,7.37
CdS,II-VI,M_B,Fe,,,,,,,,,,,4.03,7.14
CdS,II-VI,M_B,Co,,,,,,,,,,,5.24,8.33
CdS,II-VI,M_B,Ni,,,,,,,,,,,3.31,5.26
CdS,II-VI,M_B,Cu,,,,,,,,,,,3.37,4.68
CdS,II-VI,M_B,Y,,,,,,,,,,,7.86,11.12
CdS,II-VI,M_B,Zr,,,,,,,,,,,7.87,12.04
CdS,II-VI,M_B,Nb,,,,,,,,,,,7.17,10.7
CdS,II-VI,M_B,Mo,,,,,,,,,,,6.62,10.47
CdS,II-VI,M_B,Tc,,,,,,,,,,,6.11,9.3
CdS,II-VI,M_B,Ru,,,,,,,,,,,5.01,7.99
CdS,II-VI,M_B,Rh,,,,,,,,,,,3.97,7.06
CdS,II-VI,M_B,Pd,,,,,,,,,,,2.52,3.53
CdS,II-VI,M_B,Ag,,,,,,,,,,,2.57,3.62
CdS,II-VI,M_B,La,,,,,,,,,,,8.38,11.75
CdS,II-VI,M_B,Hf,,,,,,,,,,,6.14,9.47
CdS,II-VI,M_B,Ta,,,,,,,,,,,7.77,9.88
CdS,II-VI,M_B,W,,,,,,,,,,,7.85,9.57
CdS,II-VI,M_B,Re,,,,,,,,,,,7.31,8.74
CdS,II-VI,M_B,Os,,,,,,,,,,,6.12,7.44
CdS,II-VI,M_B,Ir,,,,,,,,,,,4.24,6.2
CdS,II-VI,M_B,Pt,,,,,,,,,,,2.32,3.87
CdS,II-VI,M_B,Au,,,,,,,,,,,2.57,2.89
CdS,II-VI,M_B,Hg,,,,,,,,,,,2.67,3.9
CdS,II-VI,M_i_A,Li,,,,,,,,,,,1.27,1.92
CdS,II-VI,M_i_A,Na,,,,,,,,,,,3.13,3.93
CdS,II-VI,M_i_A,K,,,,,,,,,,,2.04,3.16
CdS,II-VI,M_i_A,Rb,,,,,,,,,,,2.82,4.07
CdS,II-VI,M_i_A,Cs,,,,,,,,,,,3.33,4.56
CdS,II-VI,M_i_A,Mg,,,,,,,,,,,2.98,4.28
CdS,II-VI,M_i_A,Ca,,,,,,,,,,,3.03,4.33
CdS,II-VI,M_i_A,Sr,,,,,,,,,,,3.42,4.72
CdS,II-VI,M_i_A,Ba,,,,,,,,,,,4.21,5.6
CdS,II-VI,M_i_A,B,,,,,,,,,,,5.6,6.76
CdS,II-VI,M_i_A,Ga,,,,,,,,,,,2.36,4.01
CdS,II-VI,M_i_A,In,,,,,,,,,,,3.45,4.31
CdS,II-VI,M_i_A,Tl,,,,,,,,,,,2.86,3.37
CdS,II-VI,M_i_A,C,,,,,,,,,,,7.24,7.24
CdS,II-VI,M_i_A,Si,,,,,,,,,,,4.58,6.62
CdS,II-VI,M_i_A,Ge,,,,,,,,,,,3.71,4.84
CdS,II-VI,M_i_A,Pb,,,,,,,,,,,3.52,4.74
CdS,II-VI,M_i_A,N,,,,,,,,,,,4.7,4.48
CdS,II-VI,M_i_A,P,,,,,,,,,,,4.64,4.93
CdS,II-VI,M_i_A,As,,,,,,,,,,,4.74,4.52
CdS,II-VI,M_i_A,Sb,,,,,,,,,,,5.05,5.4
CdS,II-VI,M_i_A,Bi,,,,,,,,,,,4.9,5.78
CdS,II-VI,M_i_A,O,,,,,,,,,,,4.28,3.63
CdS,II-VI,M_i_A,Se,,,,,,,,,,,5.12,3.83
CdS,II-VI,M_i_A,Te,,,,,,,,,,,5.77,4.65
CdS,II-VI,M_i_A,F,,,,,,,,,,,2.24,1.59
CdS,II-VI,M_i_A,Cl,,,,,,,,,,,3.72,3.07
CdS,II-VI,M_i_A,Br,,,,,,,,,,,4.35,3.7
CdS,II-VI,M_i_A,I,,,,,,,,,,,5.39,4.74
CdS,II-VI,M_i_A,Sc,,,,,,,,,,,4.28,6.23
CdS,II-VI,M_i_A,Ti,,,,,,,,,,,4.16,6.39
CdS,II-VI,M_i_A,V,,,,,,,,,,,3.92,6.04
CdS,II-VI,M_i_A,Cr,,,,,,,,,,,2.91,4.81
CdS,II-VI,M_i_A,Mn,,,,,,,,,,,3.13,4.83
CdS,II-VI,M_i_A,Fe,,,,,,,,,,,3.55,5.34
CdS,II-VI,M_i_A,Co,,,,,,,,,,,4.96,6.73
CdS,II-VI,M_i_A,Ni,,,,,,,,,,,3.48,4.11
CdS,II-VI,M_i_A,Cu,,,,,,,,,,,3.09,3.08
CdS,II-VI,M_i_A,Zn,,,,,,,,,,,2.59,3.89
CdS,II-VI,M_i_A,Y,,,,,,,,,,,4.23,6.17
CdS,II-VI,M_i_A,Zr,,,,,,,,,,,4.64,7.49
CdS,II-VI,M_i_A,Nb,,,,,,,,,,,4.6,6.8
CdS,II-VI,M_i_A,Tc,,,,,,,,,,,5.35,7.22
CdS,II-VI,M_i_A,Ru,,,,,,,,,,,4.49,6.15
CdS,II-VI,M_i_A,Rh,,,,,,,,,,,3.67,5.45
CdS,II-VI,M_i_A,Pd,,,,,,,,,,,2.85,2.54
CdS,II-VI,M_i_A,Ag,,,,,,,,,,,2.44,2.17
CdS,II-VI,M_i_A,La,,,,,,,,,,,4.55,6.61
CdS,II-VI,M_i_A,Hf,,,,,,,,,,,3.35,5.36
CdS,II-VI,M_i_A,W,,,,,,,,,,,6.72,7.12
CdS,II-VI,M_i_A,Re,,,,,,,,,,,6.62,6.73
CdS,II-VI,M_i_A,Os,,,,,,,,,,,6.58,6.58
CdS,II-VI,M_i_A,Ir,,,,,,,,,,,5.04,5.68
CdS,II-VI,M_i_A,Pt,,,,,,,,,,,4.03,4.26
CdS,II-VI,M_i_A,Au,,,,,,,,,,,3.75,2.75
CdS,II-VI,M_i_A,Hg,,,,,,,,,,,2.86,2.77
CdS,II-VI,M_i_B,Li,,,,,,,,,,,0.75,1.4
CdS,II-VI,M_i_B,Na,,,,,,,,,,,3.04,3.84
CdS,II-VI,M_i_B,K,,,,,,,,,,,2.38,3.5
CdS,II-VI,M_i_B,Cs,,,,,,,,,,,4.51,5.73
CdS,II-VI,M_i_B,Be,,,,,,,,,,,2.8,4.13
CdS,II-VI,M_i_B,Mg,,,,,,,,,,,2.37,3.67
CdS,II-VI,M_i_B,Ca,,,,,,,,,,,3.15,4.45
CdS,II-VI,M_i_B,Sr,,,,,,,,,,,3.85,5.14
CdS,II-VI,M_i_B,Ba,,,,,,,,,,,4.79,6.19
CdS,II-VI,M_i_B,B,,,,,,,,,,,5.26,6.43
CdS,II-VI,M_i_B,Al,,,,,,,,,,,3.49,5.44
CdS,II-VI,M_i_B,Ga,,,,,,,,,,,2.37,4.03
CdS,II-VI,M_i_B,In,,,,,,,,,,,3.56,4.42
CdS,II-VI,M_i_B,Tl,,,,,,,,,,,3.12,3.63
CdS,II-VI,M_i_B,C,,,,,,,,,,,7.66,7.66
CdS,II-VI,M_i_B,Si,,,,,,,,,,,4.16,6.2
CdS,II-VI,M_i_B,Ge,,,,,,,,,,,3.61,4.74
CdS,II-VI,M_i_B,Sn,,,,,,,,,,,3.85,5.17
CdS,II-VI,M_i_B,Pb,,,,,,,,,,,3.85,5.07
CdS,II-VI,M_i_B,N,,,,,,,,,,,5.11,4.89
CdS,II-VI,M_i_B,P,,,,,,,,,,,4.88,5.16
CdS,II-VI,M_i_B,As,,,,,,,,,,,4.9,4.68
CdS,II-VI,M_i_B,Sb,,,,,,,,,,,5.15,5.5
CdS,II-VI,M_i_B,Bi,,,,,,,,,,,5.05,5.93
CdS,II-VI,M_i_B,O,,,,,,,,,,,5.05,4.4
CdS,II-VI,M_i_B,Se,,,,,,,,,,,5.43,4.13
CdS,II-VI,M_i_B,F,,,,,,,,,,,3.23,2.58
CdS,II-VI,M_i_B,Cl,,,,,,,,,,,4.25,3.6
CdS,II-VI,M_i_B,Br,,,,,,,,,,,4.76,4.11
CdS,II-VI,M_i_B,I,,,,,,,,,,,5.66,5.01
CdS,II-VI,M_i_B,Sc,,,,,,,,,,,4.08,6.02
CdS,II-VI,M_i_B,V,,,,,,,,,,,3.77,5.88
CdS,II-VI,M_i_B,Cr,,,,,,,,,,,2.28,4.19
CdS,II-VI,M_i_B,Mn,,,,,,,,,,,2.33,4.04
CdS,II-VI,M_i_B,Fe,,,,,,,,,,,3.11,4.9
CdS,II-VI,M_i_B,Co,,,,,,,,,,,4.27,6.03
CdS,II-VI,M_i_B,Ni,,,,,,,,,,,2.75,3.38
CdS,II-VI,M_i_B,Cu,,,,,,,,,,,2.4,2.39
CdS,II-VI,M_i_B,Zn,,,,,,,,,,,2.57,3.87
CdS,II-VI,M_i_B,Y,,,,,,,,,,,4.5,6.45
CdS,II-VI,M_i_B,Zr,,,,,,,,,,,4.98,7.83
CdS,II-VI,M_i_B,Nb,,,,,,,,,,,5.23,7.44
CdS,II-VI,M_i_B,Mo,,,,,,,,,,,4.68,7.21
CdS,II-VI,M_i_B,Tc,,,,,,,,,,,4.85,6.72
CdS,II-VI,M_i_B,Ru,,,,,,,,,,,4.34,5.99
CdS,II-VI,M_i_B,Pd,,,,,,,,,,,2.39,2.08
CdS,II-VI,M_i_B,Ag,,,,,,,,,,,2.18,1.91
CdS,II-VI,M_i_B,La,,,,,,,,,,,5.09,7.14
CdS,II-VI,M_i_B,Hf,,,,,,,,,,,3.7,5.72
CdS,II-VI,M_i_B,Ta,,,,,,,,,,,5.49,6.27
CdS,II-VI,M_i_B,W,,,,,,,,,,,6.44,6.84
CdS,II-VI,M_i_B,Re,,,,,,,,,,,6.63,6.75
CdS,II-VI,M_i_B,Os,,,,,,,,,,,6.28,6.28
CdS,II-VI,M_i_B,Pt,,,,,,,,,,,3.39,3.61
CdS,II-VI,M_i_B,Au,,,,,,,,,,,3.49,2.49
CdS,II-VI,M_i_B,Hg,,,,,,,,,,,2.97,2.87
CdS,II-VI,M_i_old,Na,,,,,,,,,,,3.65,4.45
CdS,II-VI,M_i_old,K,,,,,,,,,,,2.97,4.09
CdS,II-VI,M_i_old,Rb,,,,,,,,,,,3.7,4.95
CdS,II-VI,M_i_old,Be,,,,,,,,,,,2.77,4.1
CdS,II-VI,M_i_old,Mg,,,,,,,,,,,3.1,4.4
CdS,II-VI,M_i_old,Ca,,,,,,,,,,,4.01,5.31
CdS,II-VI,M_i_old,Sr,,,,,,,,,,,4.52,5.82
CdS,II-VI,M_i_old,Ba,,,,,,,,,,,5.12,6.52
CdS,II-VI,M_i_old,B,,,,,,,,,,,5.49,6.65
CdS,II-VI,M_i_old,Al,,,,,,,,,,,3.97,5.91
CdS,II-VI,M_i_old,In,,,,,,,,,,,4.01,4.87
CdS,II-VI,M_i_old,Tl,,,,,,,,,,,3.55,4.06
CdS,II-VI,M_i_old,C,,,,,,,,,,,7.25,7.25
CdS,II-VI,M_i_old,Si,,,,,,,,,,,4.24,6.28
CdS,II-VI,M_i_old,Ge,,,,,,,,,,,3.65,4.78
CdS,II-VI,M_i_old,Sn,,,,,,,,,,,4.13,5.44
CdS,II-VI,M_i_old,Pb,,,,,,,,,,,4.25,5.46
CdS,II-VI,M_i_old,N,,,,,,,,,,,4.71,4.49
CdS,II-VI,M_i_old,P,,,,,,,,,,,4.35,4.63
CdS,II-VI,M_i_old,Sb,,,,,,,,,,,4.61,4.95
CdS,II-VI,M_i_old,Bi,,,,,,,,,,,4.47,5.35
CdS,II-VI,M_i_old,O,,,,,,,,,,,4.28,3.63
CdS,II-VI,M_i_old,Se,,,,,,,,,,,4.89,3.59
CdS,II-VI,M_i_old,Te,,,,,,,,,,,5.33,4.21
CdS,II-VI,M_i_old,F,,,,,,,,,,,2.24,1.6
CdS,II-VI,M_i_old,Cl,,,,,,,,,,,4.01,3.36
CdS,II-VI,M_i_old,Br,,,,,,,,,,,4.44,3.79
CdS,II-VI,M_i_old,I,,,,,,,,,,,5.18,4.53
CdS,II-VI,M_i_old,Sc,,,,,,,,,,,4.08,6.02
CdS,II-VI,M_i_old,Ti,,,,,,,,,,,4.08,6.31
CdS,II-VI,M_i_old,V,,,,,,,,,,,3.74,5.85
CdS,II-VI,M_i_old,Cr,,,,,,,,,,,2.28,4.19
CdS,II-VI,M_i_old,Mn,,,,,,,,,,,2.32,4.03
CdS,II-VI,M_i_old,Fe,,,,,,,,,,,2.76,4.55
CdS,II-VI,M_i_old,Co,,,,,,,,,,,4.24,6
CdS,II-VI,M_i_old,Ni,,,,,,,,,,,2.38,3.01
CdS,II-VI,M_i_old,Cu,,,,,,,,,,,2.36,2.35
CdS,II-VI,M_i_old,Zn,,,,,,,,,,,2.84,4.14
CdS,II-VI,M_i_old,Y,,,,,,,,,,,5.48,7.43
CdS,II-VI,M_i_old,Zr,,,,,,,,,,,4.77,7.61
CdS,II-VI,M_i_old,Nb,,,,,,,,,,,5.01,7.22
CdS,II-VI,M_i_old,Mo,,,,,,,,,,,4.7,7.23
CdS,II-VI,M_i_old,Tc,,,,,,,,,,,4.79,6.66
CdS,II-VI,M_i_old,Ru,,,,,,,,,,,4.04,5.7
CdS,II-VI,M_i_old,Rh,,,,,,,,,,,3.19,4.97
CdS,II-VI,M_i_old,Pd,,,,,,,,,,,2.33,2.02
CdS,II-VI,M_i_old,Ag,,,,,,,,,,,2.45,2.18
CdS,II-VI,M_i_old,La,,,,,,,,,,,5.6,7.66
CdS,II-VI,M_i_old,Hf,,,,,,,,,,,3.26,5.28
CdS,II-VI,M_i_old,Ta,,,,,,,,,,,4.96,5.74
CdS,II-VI,M_i_old,W,,,,,,,,,,,6.32,6.72
CdS,II-VI,M_i_old,Re,,,,,,,,,,,6.21,6.32
CdS,II-VI,M_i_old,Os,,,,,,,,,,,5.52,5.52
CdS,II-VI,M_i_old,Ir,,,,,,,,,,,4.05,4.68
CdS,II-VI,M_i_old,Au,,,,,,,,,,,3.45,2.44
CdS,II-VI,M_i_old,Hg,,,,,,,,,,,3.26,3.16